datetime,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude 
6/30/1958 12:00,silverdale,wa,us,cylinder,32400,8-9 hours,Cylindrical craft hovered above the house with blinking lights of multiple colors for a long duration of time.,1/31/2011,47.6447222,-122.6936111
6/30/1958 13:00,conyers,ga,us,teardrop,300,5 min.,Sighting of a UFO ca. 1958.,5/2/2011,33.6675,-84.0177778
6/30/1958 16:00,camden (penobscot bay),me,us,disk,2,seconds?,Mother and pre-teen son witness a silver disc crash into Penobscot Bay.,7/16/2006,44.2097222,-69.0652778
6/30/1958 21:30,durham,ks,us,light,2,several seconds,1950&#39s  Durham KS  evening  after dark 2 bright lights going across southern sky for several seconds,4/18/2012,38.4861111,-97.2277778
6/30/1958 23:00,thibodaux,la,us,fireball,90,90 seconds,Historical Sighting  I have related this many times but never committed it to writing until now. I was motivated to write this by the,1/21/2008,29.7955556,-90.8227778
6/30/1959 2:30,north atlanticocean,,,unknown,1800,30 min,unidentified radar contact over Atlantic Ocean,11/21/2010,35.746512,-39.462891
6/30/1959 14:00,campbellsport,wi,us,circle,1200,20 min,I was a radar operator at Fallon NAS we were a parasite unit of the air force. We got a call from the Navy control tower to check out,6/12/2008,43.5977778,-88.2788889
6/30/1959 20:00,new york city (bronx),ny,us,oval,1200,approx. 1/2 hr.,My husband and I didn&#39t believe in UFO&#39s until we actually saw one&#33,7/19/2010,40.7141667,-74.0063889
6/30/1959 21:00,phoenix,az,us,disk,60,<1 minute,1959 Saucer shaped object sighting Phoenix Arizona,6/23/2010,33.4483333,-112.0733333
6/30/1960 12:00,litchfield,pa,us,other,600,10 muntes?,When I was around 10 years old I was going to where my dad was baling hay on top a hill.My brother Glenn was with me and when we ca,11/28/2007,41.9675,-76.4305556
6/30/1961 8:00,greensboro,nc,us,cigar,10,10 seconds,Silver cigar craft came out of the woods,3/13/2012,36.0725,-79.7922222
6/30/1961 15:00,orlando,fl,us,disk,300,5 minutes,Orlando sighting in early 1960&#39s midday group of children and parents at a birthday party.,2/14/2010,28.5380556,-81.3794444
6/30/1961 19:00,la mirada,ca,us,cigar,172800,several days,Everyone in my family remembers the nightly sightings of 5 orange cigar shaped objects that appeared in the sky over several days in th,10/30/2006,33.9172222,-118.0111111
6/30/1961 22:00,rotan,tx,us,sphere,1800,25 to 30 minutes,large beeping orb with lighted spires,5/2/2011,32.8519444,-100.4652778
6/30/1962 2:00,granada hills,ca,us,sphere,5,4-5 seconds,Ping-pong size floating ball observed through window in San Fernando Valley 1962,1/5/2011,34.2647222,-118.5222222
6/30/1962 7:00,cadiz,ca,us,unknown,10,10 seconds,We saw a silver brushed sillhoutte about the size of a person floating about 1-2 ft above the ground with no features of any sort.,12/12/2011,34.52,-115.5119444
6/30/1962 17:30,royal oak,mi,us,disk,600,5-10 min,Ship over Royal Oak early 60s,5/29/2011,42.4894444,-83.1447222
6/30/1962 18:00,bethpage,ny,us,triangle,300,5 minutes,While I was a young boy playing in my dads belair around 1962 or 1963. I saw multiple bright white lights traveling west to east about,7/4/2012,40.7441667,-73.4825
6/30/1962 19:00,bay area,ca,,disk,300,1/2 hour,Large saucer shaped craft hovering California 1962,1/5/2011,37.714145,-122.25
6/30/1963 0:00,johnstown,pa,us,rectangle,300,3 to 5 minutes,very large stealth shaped as big as a football field. dome  on bottom that rotated. an the dome was iluminated,3/19/2009,40.3266667,-78.9222222
6/30/1963 6:00,newark,tx,us,disk,120,1 or 2 min.,30 someodd years later and I finally saw proof of my early morning sighting,12/7/2006,33.0011111,-97.4841667
6/30/1963 13:00,salt lake city,ut,us,disk,120,2 min,SAUCER5 SHAPED AND SILVER,10/30/2006,40.7608333,-111.8902778
6/30/1963 14:00,anaheim,ca,us,disk,1200,20 min +,First sighting 1963 disk shaped 50 foot diameter no noise and was stable when stopped over my head.,4/18/2012,33.8352778,-117.9136111
6/30/1963 15:00,canada,,,triangle,60,less than 1 min,Silent black triangle flew over our car in 1963.,3/18/2014,56.130366,-106.346771
6/30/1963 21:00,coventry (uk/england),,gb,circle,15,15 seconds,Very close encounter which has changed my views on alien life forever.,10/8/2007,52.416667,-1.55
6/30/1964 1:00,ontonagon,mi,us,rectangle,180,3 minutes,Large rectangular shape heading up River St. to Lake Superior.,2/4/2013,46.8711111,-89.3138889
6/30/1964 14:00,hoquiam,wa,us,other,300,5 minutes?,I was about five or six years old I was on my way down a primitive road to play baseball with the rest of the kids out in the field t,5/3/2000,46.9811111,-123.8880556
6/30/1964 21:30,lewistown,il,us,other,120,several minutes,Not a craft but a humanoid being that emanated light...,9/2/2005,40.3930556,-90.1547222
6/30/1965 0:00,colville,wa,us,flash,30,30 seconds,Bright as day in the middle of the night.,7/5/2008,48.5466667,-117.9044444
6/30/1965 14:00,mount shasta,ca,us,cigar,1800,30 minutes +,Metallic cigar shaped object windowless soundless motionless unlighted daytime/clear blue sky sighting over old Drive-in movie the,1/28/1999,41.31,-122.3094444
6/30/1965 15:00,ocala,fl,us,cigar,3600,1 hour,Abductioin observed by Sherif Deaputy and myself,3/4/2008,29.1869444,-82.1402778
6/30/1965 19:00,elkins,ar,us,disk,600,10 minutes,On a clear night you could see the saucer,8/5/2009,36.0013889,-94.0080556
6/30/1965 20:00,chesapeake (norfork area),va,us,egg,20,15-20 sec,lookng out bedroom window saw object going by aprox distance 1500ft away and about1000ft high speed about 400-600mph. whole object woul,1/11/2002,36.8188889,-76.2752778
6/30/1965 21:00,blasdell,ny,us,oval,30,30 seconds,It was a summer night. While I was walking going into my house I looked up above my neighbors house about 30 feet above the roof. And,3/13/2012,42.7972222,-78.8236111
6/30/1965 22:00,otisville (near),ny,us,unknown,30,hour,Light extending to ground than back to central area than qutckly moving from one section of sky to another,2/1/2007,41.4733333,-74.5388889
6/30/1965 23:00,fountain valley,ca,us,sphere,300,5 minutes,Round orange object with a tail traveling down from the that stopped in midair and hovered then disappeared toward the east,3/19/2009,33.7091667,-117.9527778
6/30/1966 0:00,manor,pa,us,oval,5,5 seconds,Bright light drifts past window and lights up whole room.,4/18/2012,40.6325,-78.9838889
6/30/1966 0:01,new mexico,nm,,disk,900,15 minutes,followed for about 15 minutes by saucer like object  which disappeared at low level across desert in New Mexico in 1966.,2/14/2006,34.51994,-105.87009
6/30/1966 1:00,germany (enroute to france),,,light,30,30 seconds,While on leave in the US Army we rented a car and was in route to Paris; enroute we witnessed a &quot;meteor&quot; descent then ascend.,5/12/2009,51.165691,10.451526
6/30/1966 1:00,mendota,ca,us,disk,300,5 minutes or more,Disc shaped in 1966. Stopped my parents&#39 car.,12/12/2011,36.7536111,-120.3805556
6/30/1966 5:00,new york city (bronx),ny,us,circle,10,5-10 seconds,Orb or throgsneck bridge.,1/30/2014,40.7141667,-74.0063889
6/30/1966 10:00,washington,in,us,circle,30,30 seconds,Small spinning circular shaped object passes between houses but doesn&#39t come down.,6/9/2009,38.6591667,-87.1727778
6/30/1966 14:00,montague,ca,us,other,600,5-10 minutes,Fast moving star object over Montague CA.,1/10/2014,41.7283333,-122.5266667
6/30/1966 15:00,jonesboro,ar,us,disk,120,minutes,Clear day a disk shape with rotating multi colored lights silently hovering over trees in the back yard.,3/18/2014,35.8422222,-90.7041667
6/30/1966 15:00,portage la prairie (canada),mb,ca,disk,600,about 10 minutes,I was a non-believer in UFOs. However after being a witness to a sighting count me as a believer&#33,4/16/2005,49.966667,-98.3
6/30/1966 16:00,corning,ca,us,disk,300,5 minutes,2 small (2 ft)  &amp; 1 large saucers seen at close range by multiple witnesses Northern CA about 1966,2/1/2007,39.9277778,-122.1780556
6/30/1966 17:00,wayne,pa,us,cigar,30,half-minute or less,Rocket-like UFO Seen Flying Over Suburban Philadelphia In Summer of 1966,4/16/2005,40.0438889,-75.3880556
6/30/1966 21:00,blocksburg,ca,us,disk,600,10 min,?,3/19/2009,40.2761111,-123.6352778
6/30/1966 21:00,spartanburg,sc,us,light,900,15 min,Summer of 1966 - bright orange round object first thought to be rising full moon,6/2/1998,34.9494444,-81.9322222
6/30/1966 22:30,santa fe,nm,us,disk,300,5 minutes,three eyewitness&#39s and picture in news paper of ufo,1/31/2011,35.6869444,-105.9372222
6/30/1966 23:00,auburn,ca,us,other,300,5 minutes,Craft was low to the ground and stopped at witnesses.,8/30/2013,38.8966667,-121.0758333
6/30/1966 23:00,winston-salem,nc,us,other,1200,20 minutes,Football shaped objects with lights hoovers in neighborhood and streaks of with great bursts of speed and returns.,10/10/2011,36.0997222,-80.2444444
6/30/1967 3:00,lander,wy,us,light,600,5 - 10 minutes,They were just lights but very curious lights at that.,5/4/2004,42.8330556,-108.73
6/30/1967 3:00,oakwood (dayton),oh,us,circle,180,3 minutes,In the forty years since I have yet to see anything that will explain away what I witnessed in the middle of the night.,8/27/2009,39.7252778,-84.1741667
6/30/1967 9:00,goleta,ca,us,unknown,10800,3 hours,Chased by Grays in Santa Barbara in 1967,2/14/2008,34.4358333,-119.8266667
6/30/1967 19:00,portmouth,ri,,disk,300,5 mins,Luminous disc shaped tilted object with aura/haze around it,10/30/2006,41.602324,-71.250326
6/30/1967 20:00,slidell,la,us,circle,60,about 1 minute,I appreciate this forum to report what I saw. I was a young lad who went outside to feed the dog in the back yard. While walking back t,3/11/2006,30.275,-89.7811111
6/30/1967 21:00,lansing,ks,us,light,300,5 mins,Silent light darts to avoid collision.,4/17/2008,39.2486111,-94.9
6/30/1967 21:00,schofield barracks,hi,,circle,8,5 to 8 sec.,Luminescent disk traveling at fantastic speed over ocean near Schofield barracks Hawaii,8/7/2007,21.495496,-158.062655
6/30/1967 21:30,aiken,sc,us,oval,180,3 minutes,Strange oval shaped silent metallic object about 2000 feet ovrehead with four oscillating lights,12/9/2003,33.5602778,-81.7197222
6/30/1967 22:00,glenview,il,us,circle,900,15 minutes +,Large ball of light hovering above the road in Glenview Illinois - 25 - 30 observers - 1967 or 1968.,3/19/2009,42.0697222,-87.7877778
6/30/1967 22:00,new market,al,us,triangle,60,1 minute,Discs in V-formation flying over Northern Alabama in the summer of 1967,8/5/2009,34.91,-86.4277778
6/30/1968 1:00,whittier,ca,us,sphere,420,7 minutes?,A sphere of blue/white light/energy descended from the night sky to just outside my window.  It was 8-10&quot; and brissling with an electri,11/21/2010,33.9791667,-118.0319444
6/30/1968 9:00,hueytown,al,us,oval,600,10 min,Almond colored disc four witnesses saw beings in vehicle.,3/13/2012,33.4511111,-86.9966667
6/30/1968 10:00,auburn,ma,us,other,720,12 minutes,UFO sighting outside of window hovering 25 feet away,10/30/2012,42.1944444,-71.8361111
6/30/1968 11:00,ponca city,ok,us,light,300,5 minutes,Fast moving red &#39dot&#39 in the night sky suddenly made a sharp right angle turn and flew into space.,3/19/2009,36.7069444,-97.0852778
6/30/1968 12:00,gardendale,al,us,disk,6,5-6 seconds,daylight sighting of flying disk in late 1960s in North Central Alabama,7/16/2006,33.66,-86.8127778
6/30/1968 12:00,yankton (gavins point dam),sd,us,unknown,1200,20 minutes,Blue sky black beam of light South Dakota camp rangers on  blow horns &quot;what you have just seen was a rare phenomenon of the weather.,4/14/2009,42.8711111,-97.3969444
6/30/1968 13:00,christmas valley,or,us,disk,240,3-4 min.,Step-father and his crew saw a silent silver colored disk following (above) the power lines.,12/16/2005,43.2363889,-120.6358333
6/30/1968 14:00,hillsboro,ks,us,unknown,300,5 minutes to 10 minutes,No saucers no lights Just 6 olive dull green humanoids about 7ft came to Hillsboro Missouri and studied me and left,8/5/2009,38.3519444,-97.2041667
6/30/1968 21:00,stockton,ca,us,disk,600,10 minutes,It simply vanished Right in front of my eyes.,1/24/2012,37.9577778,-121.2897222
6/30/1969 0:00,dorood (iran),,,sphere,900,15 min.,While riding home at night  my family and I saw an object like moon in sky,2/14/2008,33.495503,49.063174
6/30/1969 0:00,kyle,tx,us,oval,180,3 minutes,object expoded  before hitting the ground in 1969 near San Marcos Texas.,10/30/2006,29.9888889,-97.8769444
6/30/1969 10:00,westphalia,in,us,egg,3600,1hr,ret. mst. u.s.a.f,2/8/2005,38.8627778,-87.2255556
6/30/1969 12:00,christmas valley,or,us,disk,300,5 min.,We saw three silent silver colored disks  zoom in from different directions  instantly stop hover  and then zip off.,12/16/2005,43.2363889,-120.6358333
6/30/1969 15:00,detroit,mi,us,light,30,30 seconds,We were under brilliant illumination that was much brighter than the 2:30 pm afternoon clear day sunlight.,12/12/2009,42.3313889,-83.0458333
6/30/1969 18:00,indianapolis,in,us,disk,1200,20 min.,Large silver sphere/saucer-shaped object that hovered for several minutes. Emitted dots (in data-style format) from side.,2/1/2007,39.7683333,-86.1580556
6/30/1969 19:25,durban (south africa),,,changing,40,40seconds,1969 Durban sighting,4/14/2009,-29.85868,31.02184
6/30/1969 22:45,somerset (uk/england),,gb,cone,25248000,8 years,First time it was a bright light and missing time frome 10.45 untill 4 in morning with no real idea why. Second time parked up in same,8/5/2009,51.083333,-3
6/3/1960 18:00,santa ana,ca,us,disk,300,5 minutes,Saucer shaped craft seen June 1960 over Santa Ana California,9/2/2005,33.7455556,-117.8669444
6/3/1968 11:45,rocky mountains (east face of),ca,,other,1500,20 - 25 minutes,Interstate 80 Flying Open Frame Craft Flying East Bound 100 Feet above Desert Floor.,10/8/2007,46.776132,-112.566272
6/3/1968 11:45,rocky mountains (east side of ),ca,,other,1500,20 - 25 minutes,Observation in broad daylight a tetrahedral craft and trailing sphere east-bound and just south of Interstate 80.,10/8/2007,46.776132,-112.566272
6/4/1967 20:30,decatur,al,us,light,180,2-3 minutes,Strange light shivered across sky stopped overhead tried to land stopped and then took off out of sight in 2 seconds.,4/18/2012,34.6058333,-86.9833333
6/4/1969 1:00,chance,md,us,disk,300,5 min,AN DISK SHAPED CRAFT ON THE EASTERN SHORE OF MARYLAND,7/25/2004,38.1719444,-75.9413889
6/5/1959 13:00,arvada,co,us,circle,3600,60 minutes,small round one over Rocky Flats at high altitude in 1959,8/5/2009,39.8027778,-105.0869444
6/5/1964 10:00,new york city (brooklyn),ny,us,disk,5400,30 min-1hr,white ufo round flying saucer had a top and bottom and rotated in opposite directions moved from one place to another so fast it seem,3/19/2009,40.7141667,-74.0063889
6/5/1967 14:00,tacoma,wa,us,other,120,1 to 2 minutes,These were black half spheres in a triangular formation,10/15/2002,47.2530556,-122.4430556
6/5/1969 7:00,windsor,sc,us,disk,1800,30mint,what was this? ufo or NO ? No doubt a ufo back then..,1/31/2004,33.4816667,-81.5138889
6/5/1969 19:00,rio piedras (puerto rico),,,unknown,900,15 min.,2 lights moving oddly in the night sky,4/16/2005,18.399722,-66.05
6/6/1955 1:00,pensacola,fl,us,light,300,5minutes,orange fireball .,12/12/2009,30.4211111,-87.2169444
6/6/1956 12:00,upper glade,wv,,egg,300,5 minutes,Close up sighting in rural West Virginia around 1956/7,12/12/2011,38.334859,-80.776528
6/6/1956 22:00,akron,oh,us,other,30,30 seconds + -,Akron Ohio 1956 Bright object similar to flying wing. 10 pm. See full description.,6/9/2009,41.0813889,-81.5191667
6/6/1957 22:00,hicksville (long island),ny,us,circle,15,15 sec,My friend and I saw 7 perfectly circular objects fly over us. We were laying in his back yard looking up to see any shooting stars.,4/16/2005,40.7683333,-73.5255556
6/6/1958 9:30,cincinnati,oh,us,diamond,86400,24 hours lost,odd shaped diamond saucerlight could pass threw itabout thirty feet long15 feet highthree feet from touching the groundglass looki,7/16/2006,39.1619444,-84.4569444
6/6/1958 18:45,sydney (nsw&#44 australia),,au,,2700,45 min,In the winter months of 1958 on a clear winter night while looking at the southern cross a star formation I now know is called the Cru,5/13/2003,-33.861481,151.205475
6/6/1960 12:00,cape canaveral,fl,us,fireball,14400,4 hours,It was as if a huge ball of light zoomed down from the sky and just disappeared before my eyes.,1/11/2002,28.4055556,-80.605
6/6/1963 16:00,calgary (east of) (canada),ab,ca,cigar,120,several minutes,I noticed a long silvery cigar shaped object,6/4/2004,51.083333,-114.083333
6/6/1965 2:45,caliham,tx,,light,300,5 min,It happened one nite when I was young I was at most 5 years old. I had the habit of getting sleeping with my 2 older Sisters and gettin,12/14/2004,28.480548,-98.35029
6/6/1965 17:00,college park,ga,us,circle,240,3 to 4 mins.,Seeing an object close to the Atlanta Airport,6/12/2002,33.6533333,-84.4494444
6/6/1966 13:00,qui-nhon (viet nam),,,circle,20,15-20 seconds,ORANGE GLOWNG LIGHT MOVING TOWARD US  STOPPING BREFLY AND BACKING UP AND THE LIGHT WENT OUT,1/17/2004,13.782967,109.219663
6/6/1967 12:00,cedar rapids,ia,us,oval,120,2 min.,Bright-as-chrome object hovering,4/9/2004,42.0083333,-91.6438889
6/6/1968 11:00,lake havasu city,az,us,cigar,15,15 sec,Lake Havasu - 1968 - silent cigar shaped chrome object hanging right in front of me disappeared in an instant,10/17/2003,34.4838889,-114.3216667
6/6/1968 20:00,duluth,mn,us,disk,120,2 minutes,a ship hoovered over this police car,12/12/2009,46.7833333,-92.1063889
6/6/1968 21:00,nas fallon,nv,,disk,300,five minutes,Sighting of UFO on military base.,11/8/2003,39.402819,-118.725481
6/6/1968 22:00,minot,nd,us,disk,1800,30mins,Minot 1968 missle arming,6/18/2004,48.2325,-101.2958333
6/6/1968 23:00,state college,pa,us,oval,2,~2 seconds,Bright oval object twice size of home low to ground.,4/12/2013,40.7933333,-77.8602778
6/8/1965 21:00,rustburg,va,us,light,180,three minutes,Saw a huge white ball of light in 1965 that moved from a mountain right up to a car on a flat piece of land with people around it.,5/14/2002,37.2766667,-79.1011111
6/9/1964 21:00,baltimore,md,us,sphere,30,30 seconds,June 1964; 9;00 PM: immense counter-rotating double domed craft only 100 feet above me,7/16/2006,39.2902778,-76.6125
6/9/1967 23:00,camelon (uk/scotland),,,sphere,2400,40mins,Sphere,7/17/2011,56.005278,-3.828352
7/10/1957 20:00,phillipsburg,nj,us,cigar,420,7 minutes,cigar shaped after nightfall Phillipsburg NJ witnesses,4/16/2005,40.6936111,-75.1905556
7/10/1957 22:00,baltimore,md,us,other,60,1 minute,ON THE ABOVE DATEMYSELF AND THREE OTHER BOYS HAD ENTERED THE BACK GATE OF THE CARLINS DRIVE INN THEATER TO SEE A MOVIE.  WE HAD BEEN T,9/6/2002,39.2902778,-76.6125
7/10/1958 9:00,cheektowaga,ny,us,teardrop,20,10 -20 secs,White teardrop shaped object observed during the daytime,3/21/2003,42.9033333,-78.755
7/10/1962 10:00,tannersville,ny,us,light,120,2 minutes,1962 shiny object flying over New York Catskills south to north at approx 10000 feet with two USAF jets chasing it.,11/20/2001,42.1955556,-74.1341667
7/10/1963 20:00,evanston,il,us,disk,420,5-7 minutes,We watched the saucer with lights for five minutes as it remained stationary above us at about a 45 degree angle.,10/31/2003,42.0411111,-87.69
7/10/1964 22:00,defiance,oh,us,light,420,7 min.,bright object  with beam of light and right angle turn in flight,12/12/2009,41.2844444,-84.3558333
7/10/1965 20:00,san fernando,ca,us,other,3600,1 hour,The shape of the object  looked- like a parachutte ( glowing ) moving very slowly across the sky  - form my observations it looked like,7/4/2012,34.2819444,-118.4380556
7/10/1966 23:00,collingwood (canada),on,ca,other,60,1 minute,I was 13 years old spending my summer vacation from school at my Parents cottage in a remote area south of Collingwood Ontario Canada.,4/27/2004,44.5,-80.216667
7/10/1968 20:30,tehran (iran),,,diamond,20,20 second,I was 6 years old when I saw a ufo diamond shape with gray color and purple light hovring in sky moving at first slowly and  suddenly s,5/15/2006,35.696111,51.423056
7/10/1968 23:00,quantico marine base,va,,cigar,7200,2 hours,I was assigned as Duty Controller at CGAS Eliz. City N.C. when the Duty Radioman called me with a report of UFO.,6/4/2004,38.5138,-77.311252
7/10/1969 12:00,salt lake city,ut,us,circle,2100,35mins,the craft were moving very slowly and was low just over the top of buildings.,9/15/2005,40.7608333,-111.8902778
7/10/1969 21:00,chariton,ia,us,circle,300,5 min.,It was disk shaped and brilliant white on the bottomflew at a high rate of speed and changed direction at 90 degree turns.,2/14/2006,41.0138889,-93.3063889
7/11/1963 20:00,albert lea,mn,us,oval,360,6 min,It was a round blue that glowed and moved toward us slow without making any noise.,6/18/2004,43.6480556,-93.3680556
7/11/1969 21:00,whitemarsh,pa,us,fireball,180,3 min.,Three minutes hovering silent orange-red fireball 10 feet across 400 feet high and the vanished,5/12/2009,40.1219444,-75.2169444
7/1/1955 14:00,carnation (on tolt river&#44 cascade mts.),wa,us,disk,480,5-8 minutes,1955 daytime sighting of a saucer craft by a family of four while on a picnic on a Sunday in the Cascade Mts. of Washington.  The famil,4/15/2000,47.6480556,-121.9127778
7/1/1955 22:00,dierks,ar,us,cigar,10,10 seconds,Cigar-shaped craft 8 feet long with flashing liglhts hovering above ground,4/16/2005,34.1191667,-94.0163889
7/1/1956 16:00,beatrice (14 mi sw of),ne,us,other,120,2 minutes,Large pale silver dome seen over a hill and also near the house of SE Nebraska farm.,7/13/2005,40.2680556,-96.7466667
7/1/1957 13:00,mullens/pineville,wv,,oval,180,3 minutes,USAF JETS BELIEVED TO HAVE SHOT AT OR DESTROYED UFO&#39S OVER THE SKYS OF WEST VIRGINIA IN THE LATER 1950&#39S.,1/11/2002,37.58218,-81.381465
7/1/1957 13:00,talcott,wv,us,sphere,15,10 - 15 sec.,A sphere that looked like a white light came across the horizon from West to East an Air Force Jet followed about 3-4 sec later.,7/5/2008,37.6513889,-80.7544444
7/1/1957 20:00,del rio,tx,us,cigar,15,half hour,Owners New Car Has Paint Purned Off By UFO.,12/23/2002,29.3625,-100.8963889
7/1/1958 21:00,muncie,in,us,unknown,300,5 minutes,A star sized object circled the sky and then shot straight out of sight at very great speed.,4/27/2004,40.1933333,-85.3863889
7/1/1959 1:00,strathmore,ca,us,disk,240,4 minutes,the gathering of static electricity from atmosphere by ufo alien or USA craft  possible unmaned,2/1/2007,36.1455556,-119.0597222
7/1/1959 20:00,castle rock,wa,us,cigar,30,30 seconds,Large cigar-shaped aircraft with evenly spaced windows drifted silently over the tree tops at night.,4/27/2007,46.2752778,-122.9063889
7/1/1960 12:00,unknown,nv,,disk,1800,30 minutes,Real Evidence of UFOin the 60&#39s,8/12/2008,38.80261,-116.419389
7/1/1960 19:00,windsor (canada),on,ca,other,900,12-15 minutes,Humming object with domed upper portion flat bottom numerous lights of multiple colors 3 witnesses,8/11/2004,45.583333,-72
7/1/1960 20:00,portland,or,us,unknown,1800,15-30 min,Stationary Lights Over Portland OR Around 1960,5/15/2006,45.5236111,-122.675
7/1/1960 22:00,midland (canada),on,ca,disk,1020,17 minutes,4 disc shapped crafts over Gerogen Bay ont.,11/19/2012,44.75,-79.9
7/1/1961 21:00,lawrenceville,ga,us,circle,120,a few minutes,I could have hit it with a rock,8/5/2001,33.9561111,-83.9880556
7/1/1962 22:00,chicago,il,us,disk,600,10 minutes,Summer of 1962 Chicago &quot;Plane towing lighted sign&quot; flap,3/4/2008,41.85,-87.65
7/1/1962 22:00,seattle,wa,us,other,30,30 seconds,randomly moving starlike shape,11/1/1998,47.6063889,-122.3308333
7/1/1963 16:00,new york city (brooklyn),ny,us,oval,180,~3 minutes,CRAFT FLYING ACROSS THE NEW YORK CITY SKYLINE,6/18/2004,40.7141667,-74.0063889
7/1/1963 18:00,jonesboro (arkansas state university),ar,us,disk,28800,6to8 hours,Craft (typical saucer style] appeared low over bldgs. sonic boom from jet from airforce base 45mi. away. Craft went straight up and ou,9/28/2002,35.8422222,-90.7041667
7/1/1963 21:00,lincoln,mo,us,other,28800,four  hours,Lights in the Sky? What are they and where did they c ome from? Benton County Missouri July 11963,7/25/2004,38.3908333,-93.3344444
7/1/1963 21:12,lincoln,mo,us,other,28800,four  hours,This report is based upon a witness who  said that a great armada of bright lights in the Benton county sky was so bright that it was l,9/12/2003,38.3908333,-93.3344444
7/1/1964 12:00,laurel springs,nj,us,other,300,5 minutes ?,Large glowing rock covered the sky very low just above the trees appeared/dissappeared silently darkened the sky.,9/28/2003,39.82,-75.0066667
7/1/1964 20:00,omaha,ne,us,disk,600,10 minutes,At dusk we saw a saucer-shaped object that hovered silently for 5 minutes then darted out of sight,4/16/2005,41.2586111,-95.9375
7/1/1965 12:00,ringwood,nj,us,disk,30,30 sec,Daylight sighting of silent hovering disc over Wanaque reservoir,4/16/2005,41.1133333,-74.2458333
7/1/1965 17:00,mt. vernon,il,,disk,600,5-10 minutes,a late summer afternoon in a suburban neighborhood on a very clear day with a moderate breeze blowing from the west.  I looked up to w,4/27/2004,38.317271,-88.90312
7/1/1965 20:00,mexicali&#44 baja california (mexico),,,circle,60,1 minute approx,UFO  over Mexicali Mexico - 1960&#39s,8/5/2001,32.624539,-115.452262
7/1/1965 21:00,moberly,mo,us,light,900,10-15 minutes,Bright light crossing the sky circles the full moon and crosses back across the sky.,3/18/2014,39.4183333,-92.4380556
7/1/1965 22:00,new orleans,la,us,unknown,60,60 seconds,Spec of light in sky changes course around another spec of light.,6/12/2008,29.9544444,-90.075
7/1/1966 0:30,dover,de,us,disk,300,5 minutes,In the region within an hour of Dover AFB Delaware,12/23/2002,39.1580556,-75.5247222
7/1/1966 14:00,heathrow/london (uk/england),,,other,1,<1 sec,UFOs at Heathrow Airport 1966,6/12/2007,51.470022,-0.454295
7/1/1966 19:00,new salem,pa,us,oval,30,30sec,Witnessed oval shaped object with flame in rear.,12/2/2000,39.9241667,-79.8358333
7/1/1966 20:00,jarrettsville,md,us,light,1800,30 minutes,Two large 30&#39 diameter spheres of light appx. 30&#39 apart appx 20-30&#39 overhead seen by 60? people passing slowly overhead silently n,8/10/1999,39.6044444,-76.4780556
7/1/1966 20:00,new salem,pa,us,sphere,30,30 seconds,4 adults and 2 children witness spherical object with apparent flame coming from rear flying across sky in front of them silently.,2/18/2001,39.9241667,-79.8358333
7/1/1966 20:30,milton,wv,us,light,30,30 seconds,One light into two,8/5/2001,38.4344444,-82.1325
7/1/1966 21:00,malden,ma,us,sphere,1800,30+min.,blue-white star larger than any other in sky-- making regular 90&#39 turns- for over 30 min.&#39s,6/12/2002,42.425,-71.0666667
7/1/1966 21:30,grand prairie,tx,us,other,30,30 seconds,Fast moving silent craft over water,11/21/2010,32.7458333,-96.9975
7/1/1967 15:00,corpus christi,tx,us,other,600,10 minutes,MIB event.,4/4/2014,27.8002778,-97.3961111
7/1/1967 20:30,east hanover,nj,us,cigar,600,aprox.10min,no moonobserved colored blinking lights apox.     150&#39 up in southern sky.,3/7/1998,40.82,-74.3652778
7/1/1967 22:30,colorado springs,co,us,triangle,60,1 minute,Triangular object in 1967,2/18/2001,38.8338889,-104.8208333
7/1/1968 3:30,dallas,tx,us,other,10,10 seconds,Three shooting stars that were obivioulsy communicating with each other,9/15/2005,32.7833333,-96.8
7/1/1968 18:00,tempe,az,us,triangle,120,2 minutes,Late 1960&#39s UFO Sighting Tempe Arizona    Triangle Formation Objects,12/23/2002,33.4147222,-111.9086111
7/1/1968 18:30,plantsville,ct,us,light,120,2 minutes,Large bright blue light in the sky,9/17/2000,41.5836111,-72.8927778
7/1/1968 19:00,new castle,pa,us,disk,120,one hour,Three types of UFOs in the summer of 1968 in Western PA.,9/17/2000,41.0036111,-80.3472222
7/1/1968 20:45,salt lake city,ut,us,circle,120,2 min,Reddish ball shaped objects.,10/31/2003,40.7608333,-111.8902778
7/1/1968 22:00,cincinnati,oh,us,disk,120,half hour +,Fast moving craft over downtown Cincinnati riverfront,6/23/1999,39.1619444,-84.4569444
7/1/1968 22:00,santa barbara,ca,us,formation,300,5 minutes,Five white lights hovering...Not weather balloons&#33,4/27/2004,34.4208333,-119.6972222
7/1/1969 15:00,bristol,ct,us,unknown,10,10 seconds,My friend and I were riding bicycicels. I looked straight up and obserevd a UFO 100ft.above us. It wasabout 30 ft. in dia. It was cover,6/2/1998,41.6716667,-72.9497222
7/1/1969 16:00,issaquah,wa,us,disk,60,1 minute,Issaquah WA sighting - summer 1969,4/16/2005,47.5302778,-122.0313889
